0.15	0	0	0	1	87698.56392
0.15	0	0	0	2	209061363076552.187500
0.15	0	0	0	3	202448340677833.406250
0.15	0	0	0	4	206731272964447.375000
0.15	0	0	0	5	210138476659941.625000
0.15	0.025	0	0.05	1	11990545639016.531250
0.15	0.025	0	0.05	2	198945033698192.843750
0.15	0.025	0	0.05	3	201949622405431.281250
0.15	0.025	0	0.05	4	206872385624700.343750
0.15	0.025	0	0.05	5	208234547019933.968750
0.15	0.05	0	0.1	1	12956043551941.058594
0.15	0.05	0	0.1	2	199644550363359.437500
0.15	0.05	0	0.1	3	200409715613675.500000
0.15	0.05	0	0.1	4	204427430401388.343750
0.15	0.05	0	0.1	5	211385369525704.531250
0.15	0.075	0	0.15	1	22406474756585.429688
0.15	0.075	0	0.15	2	194051853233876.031250
0.15	0.075	0	0.15	3	197841084952957.843750
0.15	0.075	0	0.15	4	205003814784799.968750
0.15	0.075	0	0.15	5	214187063968184.562500
0.15	0.1	0	0.2	1	26712329539346.039062
0.15	0.1	0	0.2	2	186720127600156.718750
0.15	0.1	0	0.2	3	199876851363686.656250
0.15	0.1	0	0.2	4	203529556724413.312500
0.15	0.1	0	0.2	5	218134640038669.718750
0.15	0.125	0	0.25	1	34703778307804.347656
0.15	0.125	0	0.25	2	184125180637561.562500
0.15	0.125	0	0.25	3	193215406558323.593750
0.15	0.125	0	0.25	4	204863490439069.500000
0.15	0.125	0	0.25	5	225345223156884.437500
0.15	0.15	0	0.3	1	36613768509571.476562
0.15	0.15	0	0.3	2	176232279723981.531250
0.15	0.15	0	0.3	3	191610369226613.093750
0.15	0.15	0	0.3	4	199926215542996.093750
0.15	0.15	0	0.3	5	224126205583144.687500
0.15	0.175	0	0.35	1	42620431578720.507812
0.15	0.175	0	0.35	2	173053816852540.000000
0.15	0.175	0	0.35	3	192942442327946.437500
0.15	0.175	0	0.35	4	203804363497661.562500
0.15	0.175	0	0.35	5	225713489261595.093750
0.15	0.2	0	0.4	1	50356666981877.273438
0.15	0.2	0	0.4	2	172165805024529.343750
0.15	0.2	0	0.4	3	189709272773647.625000
0.15	0.2	0	0.4	4	198382670513198.218750
0.15	0.2	0	0.4	5	232478974462641.531250
0.15	0.225	0	0.45	1	53302362874794.414062
0.15	0.225	0	0.45	2	166984854164595.656250
0.15	0.225	0	0.45	3	193711112079450.062500
0.15	0.225	0	0.45	4	196781856962560.062500
0.15	0.225	0	0.45	5	234804820696697.281250
0.15	0.25	0	0.5	1	58461385071731.179688
0.15	0.25	0	0.5	2	158283586578257.750000
0.15	0.25	0	0.5	3	188799858990656.656250
0.15	0.25	0	0.5	4	195691921110019.156250
0.15	0.25	0	0.5	5	236607395902687.937500
0.15	0.275	0	0.55	1	60060269460026.171875
0.15	0.275	0	0.55	2	157301994535521.843750
0.15	0.275	0	0.55	3	189124274191600.562500
0.15	0.275	0	0.55	4	191806803414647.812500
0.15	0.275	0	0.55	5	245095745970795.593750
0.15	0.3	0	0.6	1	66723912596100.906250
0.15	0.3	0	0.6	2	146460349747160.750000
0.15	0.3	0	0.6	3	186552840637571.437500
0.15	0.3	0	0.6	4	194157247324583.531250
0.15	0.3	0	0.6	5	248005231314931.312500
0.15	0.325	0	0.65	1	71989733472773.000000
0.15	0.325	0	0.65	2	142907674278397.187500
0.15	0.325	0	0.65	3	182645984768499.812500
0.15	0.325	0	0.65	4	190072463917869.156250
0.15	0.325	0	0.65	5	249192113735162.781250
0.15	0.35	0	0.7	1	79632355683673.078125
0.15	0.35	0	0.7	2	136687228955726.828125
0.15	0.35	0	0.7	3	183875169407649.562500
0.15	0.35	0	0.7	4	191683177512320.750000
0.15	0.35	0	0.7	5	253319634301334.531250
0.15	0.375	0	0.75	1	81566671971266.812500
0.15	0.375	0	0.75	2	133787625574885.796875
0.15	0.375	0	0.75	3	183624261068887.531250
0.15	0.375	0	0.75	4	188844625516896.656250
0.15	0.375	0	0.75	5	253489562801172.781250
0.15	0.4	0	0.8	1	92064837128408.171875
0.15	0.4	0	0.8	2	129771300225482.625000
0.15	0.4	0	0.8	3	185999323679687.687500
0.15	0.4	0	0.8	4	191823290973108.156250
0.15	0.4	0	0.8	5	257508767552709.156250
0.15	0.425	0	0.85	1	90626594955685.062500
0.15	0.425	0	0.85	2	121555886046096.828125
0.15	0.425	0	0.85	3	185787031948905.937500
0.15	0.425	0	0.85	4	186924611965731.625000
0.15	0.425	0	0.85	5	259071056268025.000000
0.15	0.45	0	0.9	1	101048543240235.406250
0.15	0.45	0	0.9	2	119086808340086.406250
0.15	0.45	0	0.9	3	179904525379818.281250
0.15	0.45	0	0.9	4	188404150786882.437500
0.15	0.45	0	0.9	5	268634385453946.937500
0.15	0.475	0	0.95	1	106019228665247.125000
0.15	0.475	0	0.95	2	115681023876538.343750
0.15	0.475	0	0.95	3	178244231280286.062500
0.15	0.475	0	0.95	4	189297367686703.437500
0.15	0.475	0	0.95	5	267802845639708.531250
0.15	0.5	0	1	1	108817170037138.937500
0.15	0.5	0	1	2	114861806460539.484375
0.15	0.5	0	1	3	179139039884672.656250
0.15	0.5	0	1	4	190795849434054.375000
0.15	0.5	0	1	5	275713861278971.968750
0.15	0.5	0.025	1.05	1	105908463249080.218750
0.15	0.5	0.025	1.05	2	110084423339998.671875
0.15	0.5	0.025	1.05	3	180205245948011.718750
0.15	0.5	0.025	1.05	4	194335801947371.156250
0.15	0.5	0.025	1.05	5	272626245156515.125000
0.15	0.5	0.05	1.1	1	104547093135847.250000
0.15	0.5	0.05	1.1	2	110665419522279.984375
